entry_id,title_normalized,title_display,media_type,franchise,season_set,part_volume,disc_start,disc_end,disc_count,storage_type,container_name,slot_start,slot_end,location_detail,format,label_raw,title_match_status,tmdb_id,tmdb_media_type,poster_path,release_year,match_confidence,notes
INV-0562,the dark knight rises,The Dark Knight Rises,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2012,,RT: 87% | Studio: Warner Bros. | MA: Yes
INV-0563,the dark tower,The Dark Tower,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2017,,RT: 16% | Studio: Sony | MA: Yes
INV-0564,the goonies,The Goonies,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,1985,,RT: 77% | Studio: Warner Bros. | MA: Yes
INV-0565,the greatest showman,The Greatest Showman,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2017,,RT: 56% | Studio: Disney | MA: Yes
INV-0566,the hitmans bodyguard,The Hitman's Bodyguard,movie,,,,,,,digital,Fandango at Home,,,,4K UHD,UHD,unmatched,,,,2017,,RT: 44% | Studio: Lionsgate | MA: No
INV-0567,the hobbit the desolation of smaug,The Hobbit: The Desolation of Smaug,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2013,,RT: 74% | Studio: Warner Bros. | MA: Yes
INV-0568,the hobbit the battle of the five armies,The Hobbit: The Battle of the Five Armies,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2014,,RT: 59% | Studio: Warner Bros. | MA: Yes
INV-0569,the hunt for red october,The Hunt for Red October,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,1990,,RT: 88% | Studio: Paramount | MA: No
INV-0570,the incredibles,The Incredibles,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2004,,RT: 97% | Studio: Disney | MA: Yes
INV-0571,the italian job,The Italian Job,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2003,,RT: 72% | Studio: Paramount | MA: No
INV-0572,the jungle book,The Jungle Book,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2016,,RT: 94% | Studio: Disney | MA: Yes
INV-0573,the land before time,The Land Before Time,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,1988,,RT: 65% | Studio: Universal | MA: Yes
INV-0574,the last of the mohicans definitive edition,The Last of the Mohicans (Definitive Edition),movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,1992,,RT: 88% | Studio: Disney | MA: Yes
INV-0575,the league of extraordinary gentlemen,The League of Extraordinary Gentlemen,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2003,,RT: 17% | Studio: Disney | MA: Yes
INV-0576,the legend of tarzan,The Legend of Tarzan,movie,,,,,,,digital,Fandango at Home,,,,4K UHD,UHD,unmatched,,,,2016,,RT: 36% | Studio: Warner Bros. | MA: Yes
INV-0577,the lego movie,The LEGO Movie,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2014,,RT: 96% | Studio: Warner Bros. | MA: Yes
INV-0578,the lego batman movie,The LEGO Batman Movie,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2017,,RT: 90% | Studio: Warner Bros. | MA: Yes
INV-0579,the lego movie 2 the second part,The LEGO Movie 2: The Second Part,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2019,,RT: 84% | Studio: Warner Bros. | MA: Yes
INV-0580,the lion king,The Lion King,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,1994,,RT: 92% | Studio: Disney | MA: Yes
INV-0581,the lion king,The Lion King,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2019,,RT: 52% | Studio: Disney | MA: Yes
INV-0582,the little mermaid,The Little Mermaid,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,1989,,RT: 92% | Studio: Disney | MA: Yes
INV-0583,the lord of the rings the fellowship of the ring extended,The Lord of the Rings: The Fellowship of the Ring (Extended),movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2002,,RT: 91% | Studio: Warner Bros. | MA: Yes
INV-0584,the lord of the rings the two towers extended,The Lord of the Rings: The Two Towers (Extended),movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2003,,RT: 95% | Studio: Warner Bros. | MA: Yes
INV-0585,the lord of the rings the return of the king extended,The Lord of the Rings: The Return of the King (Extended),movie,,,,,,,digital,Fandango at Home,,,,4K UHD,UHD,unmatched,,,,2004,,RT: 94% | Studio: Warner Bros. | MA: Yes
INV-0586,the lost boys,The Lost Boys,movie,,,,,,,digital,Fandango at Home,,,,4K UHD,UHD,unmatched,,,,1987,,RT: 75% | Studio: Warner Bros. | MA: Yes
INV-0587,the martian,The Martian,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2015,,RT: 91% | Studio: Disney | MA: Yes
INV-0588,the meg,The Meg,movie,,,,,,,digital,Fandango at Home,,,,4K UHD,UHD,unmatched,,,,2018,,RT: 47% | Studio: Warner Bros. | MA: Yes
INV-0589,the mountain between us,The Mountain Between Us,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2017,,RT: 39% | Studio: Disney | MA: Yes
INV-0590,the mummy,The Mummy,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,1999,,RT: 64% | Studio: Universal | MA: Yes
INV-0591,the mummy returns,The Mummy Returns,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2001,,RT: 46% | Studio: Universal | MA: Yes
INV-0592,the mummy,The Mummy,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2017,,RT: 15% | Studio: Universal | MA: Yes
INV-0593,the muppets,The Muppets,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2011,,RT: 95% | Studio: Disney | MA: Yes
INV-0594,the nightmare before christmas,The Nightmare Before Christmas,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,1993,,RT: 95% | Studio: Disney | MA: Yes
INV-0595,the nutcracker and the four realms,The Nutcracker and the Four Realms,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2018,,RT: 32% | Studio: Disney | MA: Yes
INV-0596,the peanuts movie,The Peanuts Movie,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2015,,RT: 87% | Studio: Disney | MA: Yes
INV-0597,the phantom of the opera,The Phantom of the Opera,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2004,,RT: 32% | Studio: Warner Bros. | MA: Yes
INV-0598,the polar express,The Polar Express,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2004,,RT: 55% | Studio: Warner Bros. | MA: Yes
INV-0599,the predator,The Predator,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2018,,RT: 34% | Studio: Disney | MA: Yes
INV-0600,the revenant,The Revenant,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2016,,RT: 78% | Studio: Disney | MA: Yes
INV-0601,the secret of nimh,The Secret of NIMH,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,1982,,RT: 93% | Studio: MGM | MA: No
INV-0602,the tale of despereaux,The Tale of Despereaux,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2008,,RT: 56% | Studio: Universal | MA: Yes
INV-0603,thor,Thor,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2011,,RT: 77% | Studio: Disney | MA: Yes
INV-0604,thor the dark world,Thor: The Dark World,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2013,,RT: 67% | Studio: Disney | MA: Yes
INV-0605,thor ragnarok,Thor: Ragnarok,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2017,,RT: 93% | Studio: Disney | MA: Yes
INV-0606,titanic,Titanic,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,1997,,RT: 88% | Studio: Paramount | MA: No
INV-0607,tomb raider,Tomb Raider,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2018,,RT: 52% | Studio: MGM | MA: No
INV-0608,trick r treat,Trick 'r Treat,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2007,,RT: 82% | Studio: Warner Bros. | MA: Yes
INV-0609,trolls,Trolls,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2016,,RT: 76% | Studio: Universal | MA: Yes
INV-0610,tron legacy,Tron: Legacy,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2010,,RT: 51% | Studio: Disney | MA: Yes
INV-0611,unbreakable,Unbreakable,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2000,,RT: 71% | Studio: Disney | MA: Yes
INV-0612,uncle drew,Uncle Drew,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2018,,RT: 62% | Studio: Lionsgate | MA: No
INV-0613,underworld awakening,Underworld: Awakening,movie,,,,,,,digital,Fandango at Home,,,,4K UHD,UHD,unmatched,,,,2012,,RT: 26% | Studio: Sony | MA: Yes
INV-0614,underworld blood wars,Underworld: Blood Wars,movie,,,,,,,digital,Fandango at Home,,,,4K UHD,UHD,unmatched,,,,2017,,RT: 21% | Studio: Sony | MA: Yes
INV-0615,unforgettable,Unforgettable,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2017,,RT: 29% | Studio: Warner Bros. | MA: Yes
INV-0616,up,Up,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2009,,RT: 98% | Studio: Disney | MA: Yes
INV-0617,valerian and the city of a thousand planets,Valerian and the City of a Thousand Planets,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2017,,RT: 47% | Studio: Lionsgate | MA: No
INV-0618,van helsing,Van Helsing,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2004,,RT: 24% | Studio: Universal | MA: Yes
INV-0619,venom,Venom,movie,,,,,,,digital,Fandango at Home,,,,4K UHD,UHD,unmatched,,,,2018,,RT: 31% | Studio: Sony | MA: Yes
INV-0620,venom let there be carnage,Venom: Let There Be Carnage,movie,,,,,,,digital,Fandango at Home,,,,4K UHD,UHD,unmatched,,,,2021,,RT: 58% | Studio: Sony | MA: Yes
INV-0621,venom the last dance,Venom: The Last Dance,movie,,,,,,,digital,Fandango at Home,,,,4K UHD,UHD,unmatched,,,,2024,,RT: 40% | Studio: Sony | MA: Yes
INV-0622,warcraft,Warcraft,movie,,,,,,,digital,Fandango at Home,,,,4K UHD,UHD,unmatched,,,,2016,,Studio: Universal | MA: Yes
INV-0623,watchmen directors cut,Watchmen (Director's Cut),movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2009,,RT: 64% | Studio: Warner Bros. | MA: Yes
INV-0624,why him,Why Him?,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2016,,RT: 40% | Studio: Disney | MA: Yes
INV-0625,wonder woman,Wonder Woman,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2009,,RT: 85% | Studio: Warner Bros. | MA: Yes
INV-0626,wonder woman,Wonder Woman,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2017,,RT: 93% | Studio: Warner Bros. | MA: Yes
INV-0627,wreckit ralph,Wreck-It Ralph,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2013,,RT: 87% | Studio: Disney | MA: Yes
INV-0628,xmen first class,X-Men: First Class,movie,,,,,,,digital,Fandango at Home,,,,SD,SD,unmatched,,,,2011,,RT: 86% | Studio: Disney | MA: Yes
INV-0629,xmen days of future past,X-Men: Days of Future Past,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2014,,RT: 90% | Studio: Disney | MA: Yes
INV-0630,xmen apocalypse,X-Men: Apocalypse,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2016,,RT: 47% | Studio: Disney | MA: Yes
INV-0631,xmen dark phoenix,X-Men: Dark Phoenix,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2019,,RT: 22% | Studio: Disney | MA: Yes
INV-0632,zero dark thirty,Zero Dark Thirty,movie,,,,,,,digital,Fandango at Home,,,,SD,SD,unmatched,,,,2013,,RT: 91% | Studio: Sony | MA: Yes
INV-0633,zombieland,Zombieland,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2009,,RT: 89% | Studio: Sony | MA: Yes
INV-0634,zootopia,Zootopia,movie,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2016,,RT: 98% | Studio: Disney | MA: Yes
INV-0635,godzilla a whole new level of destruction,Godzilla: A Whole New Level of Destruction,extra,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2014,,Studio: Warner Bros. | MA: Yes
INV-0636,godzilla ancient enemy the mutos,Godzilla: Ancient Enemy - The M.U.T.O.s,extra,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2014,,Studio: Warner Bros. | MA: Yes
INV-0637,godzilla force of nature,Godzilla: Force of Nature,extra,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2014,,Studio: Warner Bros. | MA: Yes
INV-0638,godzilla into the void the halo jump,Godzilla: Into the Void - The H.A.L.O. Jump,extra,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2014,,Studio: Warner Bros. | MA: Yes
INV-0639,godzilla monarch the muto file,Godzilla: MONARCH - The M.U.T.O File,extra,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2014,,Studio: Warner Bros. | MA: Yes
INV-0640,godzilla operation lucky dragon,Godzilla: Operation - Lucky Dragon,extra,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2014,,Studio: Warner Bros. | MA: Yes
INV-0641,godzilla the godzilla revelation,Godzilla: The Godzilla Revelation,extra,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2014,,Studio: Warner Bros. | MA: Yes
INV-0642,300 rise of an empire 3 days in hell,300: Rise of an Empire - 3 Days in Hell,extra,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2014,,Studio: Warner Bros. | MA: Yes
INV-0643,300 rise of an empire a new breed of hero,300: Rise of an Empire - A New Breed of Hero,extra,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2014,,Studio: Warner Bros. | MA: Yes
INV-0644,300 rise of an empire savage warships,300: Rise of an Empire - Savage Warships,extra,,,,,,,digital,Fandango at Home,,,,HD,HDX,unmatched,,,,2014,,Studio: Warner Bros. | MA: Yes
